Mods count: 364
 
jar name                                                                           | mod id (isMCreator)                           | mixin configs
        /META-INF/jarjar/fabric-events-interaction-v0-0.6.2+0d0bd5a777.jar         | fabric_events_interaction_v0                  | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
        /META-INF/jarjar/fabric-entity-events-v1-1.6.0+4ca7515277.jar              | fabric_entity_events_v1                       | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
        /META-INF/jarjar/fabric-dimensions-v1-2.1.54+8005d10d77.jar                | fabric_dimensions_v1                          | 
        /META-INF/jarjar/fabric-data-generation-api-v1-12.3.4+369cb3a477.jar       | fabric_data_generation_api_v1                 | fabric-data-generation-api-v1.mixins.json
        /META-INF/jarjar/fabric-data-attachment-api-v1-1.0.0+30ef839e77.jar        | fabric_data_attachment_api_v1                 | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-convention-tags-v1-1.5.5+fa3d1c0177.jar            | fabric_convention_tags_v1                     | 
        /META-INF/jarjar/fabric-content-registries-v0-4.0.11+a670df1e77.jar        | fabric_content_registries_v0                  | fabric-content-registries-v0.mixins.json
        /META-INF/jarjar/fabric-command-api-v2-2.2.13+561530ec77.jar               | fabric_command_api_v2                         | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
        /META-INF/jarjar/fabric-command-api-v1-1.2.34+f71b366f77.jar               | fabric_command_api_v1                         | 
        /META-INF/jarjar/fabric-client-tags-api-v1-1.1.2+5d6761b877.jar            | fabric_client_tags_api_v1                     | 
        /META-INF/jarjar/fabric-blockrenderlayer-v1-1.1.41+1d0da21e77.jar          | fabric_blockrenderlayer_v1                    | fabric-blockrenderlayer-v1.mixins.json
        /META-INF/jarjar/fabric-block-view-api-v2-1.0.1+0767707077.jar             | fabric_block_view_api_v2                      | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
        /META-INF/jarjar/fabric-block-api-v1-1.0.11+0e6cb7f777.jar                 | fabric_block_api_v1                           | 
        /META-INF/jarjar/fabric-biome-api-v1-13.0.13+dc36698e77.jar                | fabric_biome_api_v1                           | fabric-biome-api-v1.mixins.json
        /META-INF/jarjar/fabric-api-lookup-api-v1-1.6.36+67f9824077.jar            | fabric_api_lookup_api_v1                      | fabric-api-lookup-api-v1.mixins.json
        /META-INF/jarjar/fabric-api-base-0.4.31+ef105b4977.jar                     | fabric_api_base                               | fabric-api-base.init.mixins.json
umbral_skies-1.3.jar                                                               | umbral_skies                                  | 
underlay-1.0.0-hotfix.1-forge-mc1.20.1.jar                                         | underlay                                      | mixins.underlay.jade.json, mixins.underlay.create.json, mixins.underlay.refmap.json, mixins.underlay.json
v_slab_compat-1.20-2.5.jar                                                         | v_slab_compat                                 | v_slab_compat.mixins.json, v_slab_compat-common.mixins.json
VanillaBackport-forge-1.20.1-1.1.6.2.jar                                           | vanillabackport                               | vanillabackport.mixins.json, vanillabackport.forge.mixins.json
vanillin-forge-1.20.1-1.1.3.jar                                                    | vanillin                                      | vanillin.mixins.json, vanillin.forge.mixins.json
    /META-INF/jars/flywheel-forge-1.20.1-1.0.4.jar                                 | flywheel                                      | flywheel.impl.mixins.json, flywheel.backend.mixins.json
vb-compat-1.7-1.20.1.jar                                                           | mr_vb_compat                                  | 
veinmining-forge-1.5.0+1.20.1.jar                                                  | veinmining                                    | veinmining.mixins.json
    /META-INF/jarjar/spectrelib-forge-0.13.15+1.20.1.jar                           | spectrelib                                    | 
villagernames-1.20.1-8.2.jar                                                       | villagernames                                 | villagernames_fabric.mixins.json, villagernames_forge.mixins.json
VillagersPlus_3.1_(FORGE)_for_1.20.1.jar                                           | villagersplus                                 | villagersplus-common.mixins.json, villagersplus.mixins.json
villagesandpillages-forge-mc1.20.1-1.0.2.jar                                       | villagesandpillages                           | villagesandpillages-common.mixins.json
VisualWorkbench-v8.0.1-1.20.1-Forge.jar                                            | visualworkbench                               | visualworkbench.common.mixins.json
voidtotem-forge-1.20-3.0.1.jar                                                     | voidtotem                                     | voidtotem.mixins.json
wakes-1.20.1-Forge-1.0.9.jar                                                       | wakes                                         | wakes.mixins.json
watut-forge-1.20.1-1.2.3.jar                                                       | watut                                         | watut_fabric.mixins.json, watut.mixins.json
waystones-forge-1.20.1-14.1.20.jar                                                 | waystones                                     | waystones.mixins.json
whatareyouvotingfor2023-1.20.1-1.2.5.jar                                           | whatareyouvotingfor                           | whatareyouvotingfor.mixins.json
wither_spawn_fix-1.0.0.jar                                                         | wither_spawn_fix                              | wither_spawn_fix.mixin.json
worldplaytime-1.2.3-1.20.x-FORGE.jar                                               | worldplaytime                                 | worldplaytime.mixins.json
xaerominimap-forge-1.20.1-25.3.10.jar                                              | xaerominimap                                  | xaerohud.forge.mixins.json, xaerohud.mixins.json, xaerominimap.mixins.json, xaerominimap.forge.mixins.json
    /META-INF/jarjar/xaerolib-forge-1.20.1-1.1.0.jar                               | xaerolib                                      | xaerolib.mixins.json, xaerolib.forge.mixins.json
XaeroPlus-2.30.10+forge-1.20.1-WM1.40.11-MM25.3.10.jar                             | xaeroplus                                     | xaeroplus-forge.mixins.json, xaeroplus.mixins.json
xaeroworldmap-forge-1.20.1-1.40.11.jar                                             | xaeroworldmap                                 | xaeroworldmap.forge.mixins.json, xaeroworldmap.mixins.json
    /META-INF/jarjar/xaerolib-forge-1.20.1-1.1.0.jar                               | xaerolib                                      | xaerolib.mixins.json, xaerolib.forge.mixins.json
xenon-0.3.31+mc1.20.1.jar                                                          | xenon                                         | xenon.mixins.json
xptome-1.20.1-2.2.1.jar                                                            | xpbook                                        | 
youre-in-grave-danger-forge-1.20.1-2.0.19.jar                                      | yigd                                          | yigd.mixins.refmap.json, yigd.mixins.json
YungsApi-1.20-Forge-4.0.6.jar                                                      | yungsapi                                      | yungsapi.mixins.json, yungsapi_forge.mixins.json
YungsBetterDungeons-1.20-Forge-4.0.4.jar                                           | betterdungeons                                | betterdungeons_forge.mixins.json, betterdungeons.mixins.json
YungsBetterEndIsland-1.20-Forge-2.0.6.jar                                          | betterendisland                               | betterendisland_forge.mixins.json, betterendisland.mixins.json
YungsBetterJungleTemples-1.20-Forge-2.0.5.jar                                      | betterjungletemples                           | betterjungletemples_forge.mixins.json, betterjungletemples.mixins.json
YungsBetterMineshafts-1.20-Forge-4.0.4.jar                                         | bettermineshafts                              | bettermineshafts_forge.mixins.json, bettermineshafts.mixins.json
YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar                                   | betterfortresses                              | betterfortresses_forge.mixins.json, betterfortresses.mixins.json
YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar                                     | betteroceanmonuments                          | betteroceanmonuments_forge.mixins.json, betteroceanmonuments.mixins.json
YungsBetterStrongholds-1.20-Forge-4.0.3.jar                                        | betterstrongholds                             | betterstrongholds_forge.mixins.json, betterstrongholds.mixins.json
YungsBetterWitchHuts-1.20-Forge-3.0.3.jar                                          | betterwitchhuts                               | betterwitchhuts_forge.mixins.json, betterwitchhuts.mixins.json
YungsCaveBiomes-1.20.1-Forge-2.0.5.jar                                             | yungscavebiomes                               | yungscavebiomes.mixins.json, yungscavebiomes_forge.mixins.json
YungsMenuTweaks-1.20.1-Forge-1.0.2.jar                                             | yungsmenutweaks                               | yungsmenutweaks.mixins.json, yungsmenutweaks_forge.mixins.json
Zeta-1.0-31.jar                                                                    | zeta                                          | zeta.mixins.json, zeta.mixins.refmap.json, zeta_forge.mixins.json
